company,title,url,exp,edu,typ,loc,date,job_name
㈜웹젠,[웹젠] 백엔드개발(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46008634?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=133,경력3년↑,학력무관,정규직,경기 성남시,D-20,클라우드 엔지니어
(주)섹타나인,[SPC그룹] 인프라 시스템관리자(System Admin) 운영 담당자 수시 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46085398?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=134,경력3년↑,대졸↑,정규직,서울 강남구,D-14,클라우드 엔지니어
㈜티사이언티픽,[티사이언티픽] 시스템 관제 모니터링(OP) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45950493?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=135,신입·경력1년↑,고졸↑,정규직,서울 동작구,D-7,클라우드 엔지니어
㈜웅진,[경력]SAP Public Cloud 컨설턴트,https://www.jobkorea.co.kr/Recruit/GI_Read/45911497?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=136,경력7년↑,학력무관,정규직,서울 중구,오늘마감,클라우드 엔지니어
㈜이스트소프트,[채용 연계형] 정보보안/AI 서비스 기획/백엔드개발/인프라보안 부트캠프 교육생 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45923997?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=137,신입·경력,학력무관,연수생/교육생,서울 서초구,D-26,클라우드 엔지니어
중앙일보㈜,[중앙일보] 플랫폼개발팀 백엔드개발 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46039855?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=138,경력3년↑,학력무관,정규직,서울 마포구,D-4,클라우드 엔지니어
㈜마상소프트,"[부산] 인프라 엔지니어 (System, Network, Cloud)",https://www.jobkorea.co.kr/Recruit/GI_Read/45955045?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=139,신입·경력,학력무관,계약직,부산 해운대구,상시채용,클라우드 엔지니어
에스넷시스템㈜,[죽전] 네트워크 엔지니어 (경력 2년 이상) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46070843?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=140,경력2년↑,학력무관,정규직,경기 용인시,D-18,클라우드 엔지니어
에스넷시스템㈜,[죽전] 네트워크 엔지니어 (경력 2년 이상) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46070843?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=141,경력2년↑,학력무관,정규직,경기 용인시,D-18,클라우드 엔지니어
㈜지란지교시큐리티,지란지교시큐리티 각 부문별 인재 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46044097?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=142,신입·경력,학력무관,정규직,경기 성남시,D-7,클라우드 엔지니어
㈜비즈테크아이,[LG CNS 자회사] 공정물류 기구설계 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46032909?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=143,경력5년↑,대졸↑,정규직 외,충북 청주시,D-21,클라우드 엔지니어
굿어스㈜,[기흥] 네트워크 엔지니어(경력 3년 이상 10년 이하),https://www.jobkorea.co.kr/Recruit/GI_Read/46029514?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=144,경력3년↑,학력무관,정규직,경기 용인시,D-11,클라우드 엔지니어
주식회사 위메이드,SRE 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45967215?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=145,경력3년↑,학력무관,정규직,경기 성남시,D-39,클라우드 엔지니어
한국정보통신기술협회,2024년도 한국정보통신기술협회(TTA) 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46067279?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=146,신입·경력,학력무관,계약직,경기 성남시,D-12,클라우드 엔지니어
㈜해커스어학원,[경력][개발] 정보보안 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45757884?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=147,경력,학력무관,정규직,서울 서초구,상시채용,클라우드 엔지니어
주식회사 여기어때컴퍼니,Cloud CERT [클라우드 보안관제 및 침해사고대응],https://www.jobkorea.co.kr/Recruit/GI_Read/46032131?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=148,경력3년↑,학력무관,정규직,서울 강남구,D-21,클라우드 엔지니어
SK㈜,정보보안 담당자 영입,https://www.jobkorea.co.kr/Recruit/GI_Read/45892856?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=149,경력무관,학력무관,정규직,경기 성남시,D-27,클라우드 엔지니어
㈜유클릭,데이터 클라우드 플랫폼 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46071901?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=150,경력3년↑,대졸↑,정규직,경기 과천시,D-37,클라우드 엔지니어
에스넷시스템㈜,[기흥] Network엔지니어 (경력 5년 이상) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46029319?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=151,경력5년↑,학력무관,정규직,경기 용인시,D-11,클라우드 엔지니어
SK㈜,SK그룹 공용인프라존 구축/운영,https://www.jobkorea.co.kr/Recruit/GI_Read/45985376?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=152,경력5년↑,대졸↑,정규직,경기 성남시,D-43,클라우드 엔지니어
㈜시오랩,[VERITAS] 클라우드 환경을 위한 데이터보호 엔지니어 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46077590?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=153,경력,학력무관,정규직,서울 송파구,D-28,클라우드 엔지니어
엔에이치엔㈜,[NHN Enterprise] MSP 엔지니어 및 테크니컬 어카운트 매니저,https://www.jobkorea.co.kr/Recruit/GI_Read/46059709?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=154,경력2년↑,학력무관,정규직,경기 성남시,D-54,클라우드 엔지니어
㈜천재교육,[천재교육] 서비스 기획 및 개발자 PL/PM 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45987571?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=155,경력5년↑,학력무관,정규직 외,서울 금천구,D-14,클라우드 엔지니어
한국휴렛팩커드,[한국 휴렛팩커드] Private Cloud AI Solution Architect (차장급),https://www.jobkorea.co.kr/Recruit/GI_Read/45980883?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=156,경력4년↑,대졸↑,정규직,서울 영등포구,D-11,클라우드 엔지니어
엔에이치엔㈜,[NHN Cloud] 기계설비 운영관리,https://www.jobkorea.co.kr/Recruit/GI_Read/46034758?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=157,경력3년↑,학력무관,정규직,경기 성남시,D-51,클라우드 엔지니어
소프트웨어원코리아(유),Microsoft M365 Engineer-기술(Service)/Cloud Support,https://www.jobkorea.co.kr/Recruit/GI_Read/45961810?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=158,신입·경력,초대졸↑,정규직 외,서울 강남구,D-9,클라우드 엔지니어
현대오토에버㈜,프로젝트 PM/PMO/PL 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45825697?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=159,경력5년↑,학력무관,정규직,서울 강남구,상시채용,클라우드 엔지니어
㈜오픈베이스,Veeam 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46062148?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=160,경력3년↑,초대졸↑,정규직,서울 서초구,상시채용,클라우드 엔지니어
기아㈜,기아 경력 상시채용 ICT 부문,https://www.jobkorea.co.kr/Recruit/GI_Read/45814553?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=162,경력3년↑,대졸↑,정규직,서울 서초구,상시채용,클라우드 엔지니어
SK㈜,보안 운영(SOC 구축/침해사고 대응) 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/45891778?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=163,경력무관,학력무관,정규직,경기 성남시,D-27,클라우드 엔지니어
㈜지누스,[현대백화점그룹] ㈜지누스 IT 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45981213?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=164,신입·경력,대졸↑,정규직,경기 성남시,D-4,클라우드 엔지니어
㈜솔로몬엠,시스템 엔지니어 DB 운영 업무 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46068396?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=165,경력3년↑,학력무관,정규직,서울 금천구,D-26,클라우드 엔지니어
㈜세윤씨앤에스,마이크로소프트(Microsoft) ERP (D365 F&O) 신입 및 경력 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45832045?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=166,신입·경력,학력무관,정규직,경기 과천시,D-18,클라우드 엔지니어
SK㈜,SK하이닉스 IT Infra 시스템 구축/운영 담당자 영입,https://www.jobkorea.co.kr/Recruit/GI_Read/45907318?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=167,경력6년↑,대졸↑,정규직,경기 이천시,상시채용,클라우드 엔지니어
한국장애인고용공단,"2025년 기업채용연계형 씨앗 훈련생 모집 (경영지원, SW개발, 제조테스트)",https://www.jobkorea.co.kr/Recruit/GI_Read/45950408?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=168,신입·경력,고졸↑,연수생/교육생,경기 성남시 외,D-1,클라우드 엔지니어
㈜오픈베이스,데이터 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46062248?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=169,경력3년↑,초대졸↑,정규직,서울 서초구,상시채용,클라우드 엔지니어
에스넷시스템㈜,Network엔지니어(경력10년이상13년이하),https://www.jobkorea.co.kr/Recruit/GI_Read/46011173?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=170,경력10년↑,학력무관,정규직,서울 강남구,D-4,클라우드 엔지니어
패스트파이브㈜,클라우드세일즈팀 리드,https://www.jobkorea.co.kr/Recruit/GI_Read/46056413?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=171,경력15년↑,학력무관,정규직,서울 강남구,D-22,클라우드 엔지니어
㈜드림어스컴퍼니,클라우드 보안 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/45959657?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=172,경력3년↑,학력무관,정규직,서울 서초구,D-20,클라우드 엔지니어
SK㈜,SK하이닉스 IT Infra 시스템 구축/운영,https://www.jobkorea.co.kr/Recruit/GI_Read/45907524?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=173,경력6년↑,대졸↑,정규직,경기 이천시,D-30,클라우드 엔지니어
이비즈테크,[이비즈테크] 시스템 엔지니어(스토리지/서버/가상화/클라우드) 경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46007793?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=174,경력3년↑,초대졸↑,정규직,서울 마포구,D-16,클라우드 엔지니어
이비즈테크,[이비즈테크] 시스템 엔지니어(스토리지/서버/가상화/클라우드) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45806646?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=175,경력5년↑,초대졸↑,정규직,서울 마포구,D-13,클라우드 엔지니어
소프트캠프㈜,보안SW 개발직 신입/경력사원 모집 (Cloud 서비스개발 및 Web 시스템 개발),https://www.jobkorea.co.kr/Recruit/GI_Read/46016059?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=176,신입·경력1년↑,대졸↑,정규직,경기 과천시,D-47,클라우드 엔지니어
㈜케이지아이티뱅크,[국비전액무료] 클라우드 개발자 취업연계 교육생 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45990693?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=177,경력무관,학력무관,프리랜서,서울 동작구,D-14,클라우드 엔지니어
㈜펄소프트,"[대구] G-클라우드, HW, SW, 스토리지, 백업 운영 인원 OO명 / 12월 하순 - 1년",https://www.jobkorea.co.kr/Recruit/GI_Read/45802835?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=178,경력3년↑,학력무관,계약직,서울 금천구,D-13,클라우드 엔지니어
주식회사 온투인,[플랫폼 외주 개발 및 내재화 관리] 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45810850?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=179,경력3년↑,대졸↑,정규직,서울 송파구,D-16,클라우드 엔지니어
제노솔루션㈜,[제노솔루션] 클라우드 운영 인력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46075734?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=180,경력3년↑,초대졸↑,정규직,서울 영등포구,D-58,클라우드 엔지니어
㈜비지에프네트웍스,[BGF네트웍스] 11월 신입/경력사원 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46039245?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=181,경력2년↑,대졸↑,정규직,서울 광진구,상시채용,클라우드 엔지니어
㈜KT DS,[kt ds] 2024년 각 부문별 경력사원 상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45749641?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=182,경력2년↑,학력무관,정규직,서울 서초구 외,상시채용,클라우드 엔지니어
㈜테크아이,"신입 및 경력 엔지니어(보안, 솔루션, 시스템, 가상화, 클라우드)/대전",https://www.jobkorea.co.kr/Recruit/GI_Read/46080998?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=183,신입·경력,초대졸↑,정규직,대전 서구,D-5,클라우드 엔지니어
㈜에스에이정보기술,"EDLP(엔드포인트DLP), NDLP(네트워크DLP)보안 및 클라우드 보안",https://www.jobkorea.co.kr/Recruit/GI_Read/45934633?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=184,신입·경력3년↑,학력무관,정규직,서울 영등포구 외,D-4,클라우드 엔지니어
SK㈜,SK그룹 대상 Private Cloud(그룹 공용인프라존) 구축/운영 담당자 영입,https://www.jobkorea.co.kr/Recruit/GI_Read/45985362?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=185,경력5년↑,대졸↑,정규직,경기 성남시,상시채용,클라우드 엔지니어
조인아이티,"Sm(생명보험사 클라우드 운영-sa)/을지로 입구역 인근/즉시-년단위/초급-중급/SA,Azure경력자/상세참조/",https://www.jobkorea.co.kr/Recruit/GI_Read/45906110?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=186,경력6년↑,학력무관,계약직 외,서울 중구,오늘마감,클라우드 엔지니어
저절로㈜,클라우드(DB운영) 운영 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46034065?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=187,신입·경력,학력무관,계약직 외,경기 용인시,상시채용,클라우드 엔지니어
브라더스비㈜,"클라우드 콜센터 IVR,CTI 운영/개발 정규직 채",https://www.jobkorea.co.kr/Recruit/GI_Read/45981117?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=188,신입·경력,학력무관,정규직,서울 관악구,D-41,클라우드 엔지니어
㈜클루커스,[클루커스] AWS 클라우드 운영 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46075396?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=189,경력5년↑,학력무관,계약직 외,경기 용인시 외,상시채용,클라우드 엔지니어
프라이빗테크놀로지㈜,[프라이빗테크놀로지] 시스템 엔지니어 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46083365?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=190,경력5년↑,학력무관,정규직,서울 마포구,D-29,클라우드 엔지니어
㈜클루커스,[클루커스] Azure 클라우드 운영 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46075348?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=191,경력5년↑,학력무관,계약직 외,경기 용인시 외,상시채용,클라우드 엔지니어
㈜위니텍,클라우드 (경력)채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45914251?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=192,경력3년↑,초대졸↑,정규직,대구 달서구,D-1,클라우드 엔지니어
㈜나무플래닛,OOO보험사 클라우드 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45958831?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=193,경력3년↑,학력무관,계약직 외,서울 중구,D-8,클라우드 엔지니어
㈜앤씨앤,[앤씨앤/넥스트칩] 2024년 12월 각 부문모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46009032?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=194,신입·경력,학력무관,정규직,경기 성남시,D-20,클라우드 엔지니어
㈜티사이언티픽,[티사이언티픽] 네트워크 보안(분석) 및 보안 인프라 운영 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45893426?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=195,경력3년↑,초대졸↑,정규직,서울 서초구,D-7,클라우드 엔지니어
㈜피엔제이컨설팅,[경력] 기술지원 담당자 정규직 채용 (IT기술서비스/웹개발),https://www.jobkorea.co.kr/Recruit/GI_Read/46047979?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=196,경력2년↑,학력무관,정규직,서울 은평구,D-16,클라우드 엔지니어
㈜티디지,[티디지] M365 엔지니어 채용 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46056390?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=197,경력2년↑,초대졸↑,정규직,서울 강남구,D-54,클라우드 엔지니어
㈜투비소프트,[투비소프트] 클라우드 솔루션 아키텍트 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45999068?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=198,경력4년↑,대졸↑,정규직,서울 강남구,D-15,클라우드 엔지니어
㈜클루커스,[클루커스] 클라우드 운영 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46074706?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=199,경력4년↑,학력무관,정규직,경기 용인시 외,상시채용,클라우드 엔지니어
아이비티에스㈜,"(k8s, Kubernetes, 큐브, kube) 운영관리자 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45884097?Oem_Code=C1&logpath=1&stext=%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=200,경력8년↑,대졸↑,프리랜서,경기 성남시,상시채용,클라우드 엔지니어
유비벨록스㈜,유비벨록스 2024년도 분야별 인원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46080642?Oem_Code=C1&logpath=1&stext=API%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=1,신입·경력,고졸↑,정규직,서울 구로구,D-20,API 개발자
크놉스시스템㈜,Project Management System 고도화 React 개발자 및 백앤드 API 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45977929?Oem_Code=C1&logpath=1&stext=API%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=2,경력5년↑,학력무관,계약직 외,서울 금천구,D-11,API 개발자
㈜인피니소프트,[강소기업] 이노페이 PG시스템 및 전자금융/전자결제 API 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45943592?Oem_Code=C1&logpath=1&stext=API%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=3,경력2년↑,학력무관,정규직,서울 금천구,D-7,API 개발자
㈜넥슨,[인텔리전스랩스] SDK API팀 백엔드 개발자 (Java),https://www.jobkorea.co.kr/Recruit/GI_Read/46012422?Oem_Code=C1&logpath=1&stext=API%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=4,경력5년↑,학력무관,정규직,경기 성남시,상시채용,API 개발자
