회사,제목,URL,경력,계약형태,지역,지역(구),직무
(주)브릭,데이터분석가(경력 5년 이상) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358475&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력5년↑,정규직,경기,성남시 분당구,데이터 분석가
(주)기어세컨드,[기어세컨드] 데이터 분석가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49444756&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력무관,정규직,서울,마포구,데이터 분석가
콘센트릭스서비스코리아(유),비즈니스 컨설턴트 (data 분석),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49298125&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력 5~12년,정규직,서울,강남구,데이터 분석가
이노뎁(주),"si 프로젝트 데이터 분석,설계 경력 채용 (계약직)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49234753&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력 5~10년,계약직,서울,금천구,데이터 분석가
한패스(주),[한패스(주)/데이터분석팀] 데이터분석가(data analyst) 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49520200&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력 3~20년,정규직,서울,성동구,데이터 분석가
씨앤토트(주),"빅데이터 분석 시스템 모델러, 데이터 아키텍트 (da) (경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49327880&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력5년↑,정규직,서울,서초구,데이터 분석가
한국평가데이터(주),(db분석 및 마케팅) 한국평가데이터 계약직원 수시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49487327&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력무관,계약직,서울,영등포구,데이터 분석가
십일번가(주),[11번가] 데이터분석 담당자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427791&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력5년↑,정규직,경기,광명시,데이터 분석가
(주)에임드,[ua팀] 모바일게임 데이터 분석가 (주니어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470513&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력1년↑,정규직,서울,서초구,데이터 분석가
(주)케이에스씨앤씨,[신입/경력] 신용평가/금융데이터분석 컨설팅 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49522301&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,신입·경력,정규직,서울,영등포구,데이터 분석가
(사)한국컨설팅산업협회,데이터 분석 부문 컨설턴트 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49281948&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력10년↑,정규직·계약직,서울,강남구,데이터 분석가
(주)온택트헬스,데이터 분석가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49324570&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력무관,정규직·계약직,서울,서대문구,데이터 분석가
(주)모비릭스,[모비릭스] 게임data팀 데이터 분석 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480555&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력1년↑,정규직·계약직,서울,금천구,데이터 분석가
(주)화이트스캔,[데이터 분석] 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49322429&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=e2706bf0-b6fc-4323-89b6-6f8223f7c2b0,경력3년↑,정규직,서울,용산구,데이터 분석가
(주)씨티아이랩,[데이터분석가] ai 모델 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407843&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,신입,정규직,경기,성남시 수정구,데이터 분석가
(주)디리아,데이터분석 및 데이터엔지니어 채용(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534324&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직,서울,서초구,데이터 분석가
(주)에이치투비즈,(주)에이치투비즈 데이터분석가(사업팀) 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49526397&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력3년↑,정규직,서울,강서구,데이터 분석가
쿠팡(주),[쿠팡] 데이터 분석 pm (taxonomy),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394068&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력3년↑,정규직,서울,송파구,데이터 분석가
(주)한국정보통계,[통계팀] 데이터 분석가(사회조사분석사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49345668&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직,전북,전주시 완산구,데이터 분석가
넛지헬스케어(주),[병역특례] 데이터분석 담당 산업기능요원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49418977&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,신입·경력,정규직,서울,강남구,데이터 분석가
(주)컬리,[컬리] bi팀 데이터 분석가 (data analyst),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49351457&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력3년↑,정규직,서울,강남구,데이터 분석가
더플랜비랩,데이터 분석 및 추출 가공 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49261917&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직·계약직,서울,금천구,데이터 분석가
(주)테크랩스,마케팅 데이터 분석 (브랜드엑셀러레이팅사업부),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49410863&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력 2~10년,정규직,서울,강남구,데이터 분석가
비웨이브(주),데이터 분석가 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49447291&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력1년↑,정규직,경기,고양시 일산서구,데이터 분석가
누리교육,[데이터엔지니어] 데이터 분석 및 처리 전문가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49551905&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력3년↑,정규직,대구,달서구,데이터 분석가
(주)피엠그로우,[피엠그로우] 데이터 분석가 채용 (전기차 배터리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535080&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력 2~5년,정규직,서울,서초구,데이터 분석가
쿠팡(주),[쿠팡] business analyst (비즈니스 데이터 분석) 경력자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434023&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력 5~18년,정규직,서울,송파구,데이터 분석가
(주)트리플하이엠,[연구소] 온라인 마케팅 데이터 분석 및 설계 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49464953&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력2년↑,정규직,서울,금천구,데이터 분석가
월급쟁이부자들(주),데이터 애널리스트 (인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462240&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직·인턴직,서울,서초구,데이터 분석가
(주)테크랩스,마케팅 데이터 분석 (브랜드엑셀러레이팅사업부),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409290&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력 2~10년,정규직,서울,강남구,데이터 분석가
(주)썸에이지,[썸에이지] 데이터 분석 담당자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49512343&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력1년↑,정규직,경기,성남시 분당구,데이터 분석가
(주)가치의발견,[데이터분석] ai 데이터 분류(레이블링) 사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49529650&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직·계약직,경기,고양시 일산서구,데이터 분석가
안진회계법인,[딜로이트 안진회계법인] 금융기관 데이터 분석 전문가,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49395010&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력 5~10년,정규직,서울,영등포구,데이터 분석가
(주)이스트소프트,그로스 분석가 (product growth analyst),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527865&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력5년↑,정규직,서울,서초구,데이터 분석가
(주)엔씨소프트,[nc 분할법인_루디우스게임즈] 데이터분석전문가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49528920&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력5년↑,정규직,경기,성남시 분당구,데이터 분석가
(주)부동산플래닛,[데이터분석가] data analyst 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49302374&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=2815e49e-6ff3-4892-93a6-b488abe61dc2,경력무관,정규직,서울,강남구,데이터 분석가
이다웰(주),파이썬 활용가능 데이터 분석가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501156&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력무관,정규직,경기,용인시 기흥구,데이터 분석가
(주)비바리퍼블리카,[토스페이먼츠] data analyst (공통),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497608&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력,정규직,서울,강남구,데이터 분석가
(주)콤위즈,이동전화 빅데이터 분석업무 및 품질관리 정규직채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49509859&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,신입·경력,정규직,서울,중구,데이터 분석가
디딤365(주),금융권 프로젝트 or 솔루션 분석/설계/관리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49356419&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력 1~10년,정규직,서울,구로구,데이터 분석가
(주)엠포스,[엠포스] 광고 데이터 분석 전문가 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455296&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력 5~10년,정규직,서울,서초구,데이터 분석가
(주)에스티유니타스,[st unitas] 공무원 상품기획 & 데이터분석 팀원급 인재채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49177535&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,신입·경력,정규직,서울,구로구,데이터 분석가
(주)칸타코리아,[칸타코리아] 마케팅조사 사업부 senior data analyst 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49436408&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력무관,정규직,서울,영등포구,데이터 분석가
(주)백패커,[백패커/텀블벅] data analyst(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448669&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,신입,정규직,서울,서초구,데이터 분석가
(주)메디에이지,[헬스케어] 보건의료통계 및 데이터 분석 전문가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49393946&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력3년↑,정규직,경기,성남시 수정구,데이터 분석가
(주)스케일업스쿼드,스타트업의 생태계를 바꿀 데이터 애널리스트/분석가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49420222&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력 2~5년,정규직,서울,중구,데이터 분석가
괴산스마트유기농사업단,"[데이터 엔지니어] 노지 스마트 농업 데이터 수집, 분석가 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468043&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력무관,정규직·계약직,충북,괴산군,데이터 분석가
(주)한국일보사,[경력] 한국일보 데이터 분석 계약직 사원 공개채용(~12/17),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49543959&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력 2~20년,계약직,서울,중구,데이터 분석가
(주)부동산플래닛,[데이터분석가] data analyst,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463257&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,신입·경력,정규직,서울,강남구,데이터 분석가
메가존클라우드(주),business analyst 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496650&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=1b967fe3-8cca-4df3-a63a-eed94686c06e,경력 1~5년,정규직,서울,강남구,데이터 분석가
(주)컬리,[컬리] 온사이트 프로모션 데이터 분석,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455771&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=398cfb6c-fcb3-4d8c-b6b5-567e6f73edf3,경력4년↓,정규직,서울,강남구,데이터 분석가
엔에이치엔(주),[nhn enterprise] 호스팅 및 paas 분석/개선,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49512471&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=398cfb6c-fcb3-4d8c-b6b5-567e6f73edf3,경력13년↑,정규직,경기,성남시 분당구,데이터 분석가
(주)나비프라,[나비프라]멀티로봇 경로계획/작업스케쥴링/데이터분석 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480878&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=398cfb6c-fcb3-4d8c-b6b5-567e6f73edf3,경력무관,계약직,서울,서초구,데이터 분석가
(주)지엠디소프트,[국내1위 포렌식sw]포렌식 아티팩트분석 정규직 채용(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49419762&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=398cfb6c-fcb3-4d8c-b6b5-567e6f73edf3,신입·경력,정규직,경기,성남시 분당구,데이터 분석가
